City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Kungurtug,50.5994,97.5228,5.03,91,97,1.82,RU,1663414724
Bullas,38.0467,-1.6723,27.42,37,0,4.02,ES,1663414724
Karpogory,64.0019,44.4451,11.03,85,100,5.14,RU,1663414724
Flin Flon,54.7682,-101.865,7.91,93,0,2.57,CA,1663414725
Mirador,-6.3708,-44.3631,30.98,47,63,2.07,BR,1663414726
San Javier,37.8063,-0.8374,31.43,63,40,2.68,ES,1663414726
Beroroha,-21.6667,45.1667,34.52,14,0,0.55,MG,1663414727
Safford,32.834,-109.7076,21.73,55,0,0.0,US,1663414727
Norman Wells,65.282,-126.8329,6.02,93,75,2.57,CA,1663414728
Gidrotorf,56.4744,43.5414,17.99,42,60,5.86,RU,1663414728
Shelton,41.3165,-73.0932,17.28,80,100,3.6,US,1663414728
Paracuru,-3.41,-39.0306,26.73,59,46,5.81,BR,1663414730
Ilulissat,69.2167,-51.1,4.01,81,75,3.09,GL,1663414730
Vestmannaeyjar,63.4427,-20.2734,9.55,81,40,2.57,IS,1663414730
Gunjur,13.2019,-16.7339,28.57,73,80,3.41,GM,1663414731
Kirakira,-10.4544,161.9205,26.34,85,42,4.45,SB,1663414732
Rocha,-34.4833,-54.3333,15.34,78,100,6.54,UY,1663414732
Chui,-33.6971,-53.4616,15.75,75,97,5.6,UY,1663414732
Esperance,-33.8667,121.9,13.91,83,46,4.4,AU,1663414733
Indore,22.7179,75.8333,29.1,70,40,2.57,IN,1663414357
Kruisfontein,-34.0033,24.7314,17.71,57,87,5.28,ZA,1663414733
Mehamn,71.0357,27.8492,7.97,93,100,7.72,NO,1663414734
Monterey,36.2505,-121.2516,12.88,1,0,2.38,US,1663414734
Henties Bay,-22.116,14.2845,17.93,73,56,5.69,NA,1663414735
Arlit,18.7369,7.3853,37.13,27,96,3.85,NE,1663414735
Hermanus,-34.4187,19.2345,14.33,67,100,3.46,ZA,1663414736
Thompson,55.7435,-97.8558,6.09,93,20,1.54,CA,1663414736
Balkanabat,39.5108,54.3671,32.0,20,5,1.54,TM,1663414737
Ostrovnoy,68.0531,39.5131,9.79,94,100,5.99,RU,1663414737
Kokopo,-4.352,152.2633,25.0,77,93,3.4,PG,1663414738
Carauari,-4.8828,-66.8958,26.68,67,95,0.22,BR,1663414738
Poso,-1.3959,120.7524,24.84,86,100,2.35,ID,1663414739
Christchurch,-43.5333,172.6333,8.84,83,75,2.06,NZ,1663414740
Dori,14.0354,-0.0345,32.75,43,96,4.98,BF,1663414740
Kalanguy,51.0167,116.5167,3.09,97,100,6.25,RU,1663414741
Iskateley,67.6803,53.1512,15.45,62,93,3.45,RU,1663414741
Ushtobe,45.2514,77.9838,20.18,16,20,4.54,KZ,1663414742
Luwuk,-0.9516,122.7875,25.37,81,100,1.87,ID,1663414742
Atlantic City,39.3643,-74.4229,21.66,85,41,1.79,US,1663414742
Māngrol,21.1167,70.1167,27.87,72,27,4.59,IN,1663414743
Itagi,-14.1628,-40.0061,23.12,67,73,0.9,BR,1663414743
Camacha,33.0833,-16.3333,23.68,83,40,6.69,PT,1663414744
Waingapu,-9.6567,120.2641,25.98,75,53,0.93,ID,1663414744
Road Town,18.4167,-64.6167,28.05,83,100,15.04,VG,1663414745
Kuching,1.55,110.3333,25.12,94,20,1.03,MY,1663413945
Saint Anthony,45.0205,-93.218,19.25,92,100,2.57,US,1663414746
Mossamedes,-15.1961,12.1522,22.35,73,75,4.12,AO,1663414746
Port Hedland,-20.3167,118.5667,23.03,60,34,3.09,AU,1663414747
Lebedyn,50.5852,34.4849,12.0,88,100,0.89,UA,1663414748
Pangnirtung,66.1451,-65.7125,4.91,71,100,1.8,CA,1663414749
Kotelnikowo,47.6317,43.1461,24.93,56,88,3.81,RU,1663414749
Tiznit Province,29.5833,-9.5,22.95,61,59,4.4,MA,1663414749
Cockburn Town,21.4612,-71.1419,26.98,78,40,2.06,TC,1663414750
Abbeville,50.1,1.8333,17.92,46,7,6.74,FR,1663414751
Belaya Gora,68.5333,146.4167,1.99,67,14,3.32,RU,1663414751
Kampot,10.6167,104.1833,28.03,81,58,3.82,KH,1663414751
Baghmara,23.795,86.2085,29.17,75,99,1.13,IN,1663414752
Šiauliai,55.9333,23.3167,14.01,77,40,5.66,LT,1663414752
Nemuro,43.3236,145.575,18.97,91,99,6.24,JP,1663414752
Saurimo,-9.6608,20.3916,36.1,16,70,1.14,AO,1663414753
Abu Dhabi,24.4667,54.3667,38.06,27,0,4.63,AE,1663414662
Avarua,-21.2078,-159.775,23.03,83,20,3.09,CK,1663414754
Sitka,57.0531,-135.33,7.94,87,0,1.54,US,1663414754
North Bend,43.4065,-124.2243,9.95,96,75,2.06,US,1663414754
Turukhansk,65.8167,87.9833,4.31,69,100,2.87,RU,1663414755
Istok,42.7808,20.4875,21.27,76,100,1.24,XK,1663414756
Canmore,51.0834,-115.3521,8.06,93,89,2.57,CA,1663414756
Bintulu,3.1667,113.0333,28.23,88,20,0.0,MY,1663414756
General Pico,-35.6566,-63.7568,17.11,64,100,7.76,AR,1663414757
Hearst,49.6835,-83.6665,9.14,94,100,3.49,CA,1663414757
Turtas,58.9417,69.1325,14.42,47,96,4.85,RU,1663414758
Somerset East,-32.7217,25.588,22.79,41,52,4.73,ZA,1663414758
Le Port,-20.9373,55.2919,25.0,71,15,2.6,RE,1663414759
Sept-Îles,50.2001,-66.3821,10.03,75,20,3.6,CA,1663414759
Kondinskoye,59.6481,67.41,16.0,41,81,6.61,RU,1663414759
Enumclaw,47.2043,-121.9915,11.53,90,100,0.45,US,1663414760
Mana,5.6592,-53.7767,27.21,82,53,3.94,GF,1663414760
San Patricio,28.017,-97.5169,28.94,81,0,2.26,US,1663414760
Samarai,-10.6167,150.6667,27.78,81,70,5.25,PG,1663414761
Saint-Estève,42.7131,2.843,24.19,39,0,8.75,FR,1663414761
Lorengau,-2.0226,147.2712,27.73,74,75,3.25,PG,1663414762
Ixtapa,20.7,-105.2,24.57,94,75,2.06,MX,1663414762
Laï,9.3952,16.2989,26.89,75,100,3.58,TD,1663414762
Broken Hill,-31.95,141.4333,11.06,59,69,4.81,AU,1663414598
Harper,4.375,-7.7169,26.12,78,100,5.2,LR,1663414763
Paamiut,61.994,-49.6678,7.74,99,100,3.09,GL,1663414763
Bambous Virieux,-20.3428,57.7575,25.14,65,75,7.72,MU,1663414764
Najrān,17.4924,44.1277,37.36,19,85,3.43,SA,1663414764
Cidreira,-30.1811,-50.2056,17.08,73,1,5.91,BR,1663414765
Río Cuarto,-33.1307,-64.3499,13.15,62,75,6.17,AR,1663414765
Strai,58.2,7.9,16.72,38,0,3.6,NO,1663414766
Bassano,50.7834,-112.4685,11.27,55,7,6.95,CA,1663414766
Katsuura,35.1333,140.3,26.26,83,100,5.36,JP,1663414766
Vitry-le-François,48.7333,4.5833,15.6,70,54,5.99,FR,1663414751
Jiangyou,31.7667,104.7167,21.89,87,97,0.58,CN,1663414767
Koungou,-12.7336,45.2042,26.84,69,0,4.12,YT,1663414767
Yekaterinoslavka,50.3734,129.1139,12.6,96,100,7.09,RU,1663414768
Maniitsoq,65.4167,-52.9,7.9,83,100,2.88,GL,1663414768
Prabumulih,-3.45,104.25,25.03,86,86,1.02,ID,1663414769
Matamoros,25.5333,-103.25,22.84,62,21,0.71,MX,1663414769
Vieques,18.425,-65.8329,27.72,81,92,8.35,PR,1663414769
Ancud,-41.8697,-73.8203,2.9,81,2,2.78,CL,1663414770
Ahmadpur Sial,30.6754,71.7483,38.68,21,0,2.63,PK,1663414770
Berlevåg,70.8578,29.0864,8.0,93,100,11.32,NO,1663414772
Atbasar,51.8,68.3333,18.52,22,6,4.35,KZ,1663414772
Vinukonda,16.05,79.75,31.69,53,91,5.84,IN,1663414773
Cedartown,34.0537,-85.255,17.61,97,0,1.37,US,1663414773
Morwa,22.9,73.8333,29.4,69,58,2.63,IN,1663414773
Motomachi,43.8228,144.1044,20.93,94,75,3.09,JP,1663414763
Yuci,37.6803,112.7319,21.86,53,0,1.0,CN,1663414774
Krabi,8.0726,98.9105,29.11,70,20,2.57,TH,1663414775
Bubaque,11.2833,-15.8333,27.03,80,76,3.83,GW,1663414775
Kayes,14.0,-11.0,29.77,68,62,3.02,ML,1663414776
Waddān,29.1614,16.139,36.46,11,0,2.79,LY,1663414776
Birao,10.2849,22.7882,22.41,93,98,2.45,CF,1663414776
Dicabisagan,17.0818,122.4157,25.9,88,100,0.5,PH,1663414777
Taltal,-25.4,-70.4833,13.75,70,0,1.4,CL,1663414778
Puerto del Rosario,28.5004,-13.8627,26.86,65,40,9.77,ES,1663414764
San Ramon,37.7799,-121.978,14.78,87,0,2.57,US,1663414730
Aksu,41.1231,80.2644,27.91,20,100,0.78,CN,1663414779
Poronaysk,49.2167,143.1167,11.28,88,100,2.17,RU,1663414779
Rawson,-43.3002,-65.1023,7.79,76,92,5.41,AR,1663414780
Husavik,66.0449,-17.3389,6.09,79,100,0.92,IS,1663414780
Mabaruma,8.2,-59.7833,25.38,93,92,1.03,GY,1663414780
Namatanai,-3.6667,152.4333,26.52,74,98,4.15,PG,1663414781
Padang,-0.9492,100.3543,27.03,87,97,1.27,ID,1663414782
Pevek,69.7008,170.3133,0.99,99,100,9.26,RU,1663414782
Codrington,-38.2667,141.9667,10.34,85,55,8.73,AU,1663414782
Gualeguaychú,-33.0094,-58.5172,15.9,69,99,7.14,AR,1663414783
Normandin,48.8333,-72.5321,6.17,93,2,1.03,CA,1663414783
Chapais,49.7834,-74.8492,1.88,73,19,1.48,CA,1663414783
Tocopilla,-22.092,-70.1979,16.21,59,4,1.44,CL,1663414784
Itarema,-2.9248,-39.9167,29.01,61,78,6.76,BR,1663414784
Rokytne,51.2796,27.214,17.36,50,99,4.0,UA,1663414784
Fernie,49.5,-115.0687,12.05,96,68,1.28,CA,1663414539
Alta Floresta,-9.8756,-56.0861,31.26,37,65,1.43,BR,1663414786
Ferme-Neuve,46.7001,-75.4493,7.28,73,100,0.64,CA,1663414787
Winslow,35.0242,-110.6974,13.1,71,0,2.06,US,1663414787
Dunedin,-45.8742,170.5036,7.11,71,95,3.71,NZ,1663414788
Navrongo,10.8956,-1.0921,29.58,63,66,3.86,GH,1663414788
Saravan,39.7196,45.6483,25.64,23,7,4.66,AM,1663414788
Coquimbo,-29.9533,-71.3436,12.85,82,100,1.03,CL,1663414789
Port Lincoln,-34.7333,135.8667,12.57,71,97,7.53,AU,1663414789
Umluj,25.0213,37.2685,31.28,60,2,6.87,SA,1663414790
Urucará,-2.5364,-57.76,30.26,51,61,1.37,BR,1663414791
Petropavlovsk-Kamchatskiy,53.0452,158.6483,5.33,81,40,3.0,RU,1663414742
Pa Sang,18.5262,98.9394,28.11,91,99,1.28,TH,1663414792
Roebourne,-20.7833,117.1333,23.96,50,39,3.75,AU,1663414792
Richards Bay,-28.783,32.0377,23.7,64,58,6.39,ZA,1663414793
Ekhabi,53.5102,142.9671,7.29,73,4,3.19,RU,1663414793
Morondava,-20.2833,44.2833,26.37,62,0,6.81,MG,1663414793
Winsum,53.33,6.5208,16.1,60,96,10.99,NL,1663414794
Pokaran,26.9167,71.9167,34.6,31,11,6.42,IN,1663414794
Antofagasta,-23.65,-70.4,11.6,76,19,1.06,CL,1663414794
Xinqing,48.2333,129.5,11.78,99,100,1.83,CN,1663414795
Ligayan,4.6533,119.4706,29.07,73,90,4.9,PH,1663414795
Severo-Kuril'sk,50.6789,156.125,9.7,86,10,6.37,RU,1663414795
Moshupa,-24.7782,25.4155,30.65,11,0,3.28,BW,1663414797
São João da Barra,-21.6403,-41.0511,18.05,77,100,5.67,BR,1663414797
Goderich,43.7501,-81.7165,16.18,94,84,3.09,CA,1663414797
Paragominas,-2.9667,-47.4833,27.42,66,36,3.24,BR,1663414798
San Joaquin,37.9333,-121.3011,16.07,74,0,4.12,US,1663414798
St. George's,12.0564,-61.7485,29.82,79,75,10.8,GD,1663414750
Moussoro,13.6408,16.4901,27.31,67,100,1.33,TD,1663414799
Cap Malheureux,-19.9842,57.6142,24.15,64,0,6.26,MU,1663414799
Vanimo,-2.6741,141.3028,25.7,85,51,1.7,PG,1663414800
Bengkulu,-3.8004,102.2655,25.03,87,90,0.82,ID,1663414240
Vardø,70.3705,31.1107,7.99,93,100,11.83,NO,1663414801
Saint George,37.1041,-113.5841,18.33,72,0,0.0,US,1663414801
Pullman,46.7313,-117.1796,9.13,76,0,0.0,US,1663414802
Rosarito,32.3333,-117.0333,19.53,84,7,1.11,MX,1663414802
Olafsvik,64.8945,-23.7142,9.08,78,100,3.32,IS,1663414802
Havre-St-Pierre,50.2334,-63.5986,8.0,61,96,8.76,CA,1663414803
Merauke,-8.4667,140.3333,26.15,86,99,4.21,ID,1663414804
Pereira Barreto,-20.6383,-51.1092,20.23,49,24,7.01,BR,1663414804
Resistencia,-27.4606,-58.9839,20.61,68,18,4.63,AR,1663414805
Tsimmerbude,54.675,20.1347,15.03,68,72,6.44,RU,1663414805
Touros,-5.1989,-35.4608,28.09,64,3,6.13,BR,1663414805
Banatsko Novo Selo,44.9907,20.7848,16.85,89,100,3.78,RS,1663414806
Mahibadhoo,3.7833,72.9667,27.82,70,5,3.66,MV,1663414806
Sivas Province,39.7916,37.0019,29.35,20,20,2.57,TR,1663414807
Une,4.4031,-74.0253,8.64,88,98,0.58,CO,1663414807
Indian Head,38.6001,-77.1622,17.12,96,40,2.57,US,1663414807
Bergama,39.1207,27.1805,35.31,19,0,4.67,TR,1663414808
Half Moon Bay,37.4636,-122.4286,15.19,87,100,3.09,US,1663414808
Santa Inês,-3.6667,-45.38,29.11,61,43,3.19,BR,1663414809
Xifeng,42.7372,124.7222,16.63,92,72,2.34,CN,1663414809
Songjianghe,42.1859,127.479,15.83,97,90,1.1,CN,1663414809
Sindor,62.8629,51.8905,12.89,73,99,3.82,RU,1663414810
Bonthe,7.5264,-12.505,27.19,78,39,3.88,SL,1663414810
Leer,8.3018,30.1418,30.52,57,85,0.5,SS,1663414811
Siyabuswa,-25.1132,29.0445,31.37,13,0,1.05,ZA,1663414811
Savonlinna,61.8699,28.88,13.03,82,100,3.09,FI,1663414812
Suntar,62.1444,117.6319,2.4,89,98,3.22,RU,1663414812
Palmer,42.1584,-72.3287,11.95,89,20,1.26,US,1663414812
Grand Gaube,-20.0064,57.6608,25.22,64,1,6.26,MU,1663414813
Hobaramachi,37.8167,140.55,23.68,85,100,1.39,JP,1663414710
Bundaberg,-24.85,152.35,21.16,97,75,5.14,AU,1663414814
Kalmunai,7.4167,81.8167,28.36,74,8,6.73,LK,1663414814
Baijiantan,45.6333,85.1833,21.6,22,42,1.87,CN,1663414814
Coruripe,-10.1256,-36.1756,25.29,68,30,4.02,BR,1663414815
Ayan,56.45,138.1667,8.77,70,32,2.47,RU,1663414815
Port Augusta,-32.5,137.7667,11.24,70,33,4.37,AU,1663414816
Rivera,-30.9053,-55.5508,14.44,81,49,6.74,UY,1663414816
Vanavara,60.34,102.2797,3.01,73,18,2.1,RU,1663414816
Osório,-29.8867,-50.2697,17.61,65,5,3.35,BR,1663414817
Chokurdakh,70.6333,147.9167,2.05,66,100,2.6,RU,1663414817
Vana-Vigala,58.7806,24.2522,14.91,78,83,4.18,EE,1663414817
Jishou,28.3167,109.7167,30.46,48,62,0.28,CN,1663414818
Kendal,54.3268,-2.7476,15.33,66,25,1.9,GB,1663414803
Shimoda,34.6667,138.95,24.5,89,100,6.08,JP,1663414671
Jalu,29.0331,21.5482,34.76,16,0,1.94,LY,1663414819
Kantilo,20.35,85.1833,28.27,81,96,1.62,IN,1663414819
Dūngarpur,23.8333,73.7167,28.39,64,30,3.6,IN,1663414820
Saint-Joseph,-21.3667,55.6167,24.21,74,29,6.79,RE,1663414821
Nānākuli,21.3906,-158.1547,25.97,86,100,1.54,US,1663414821
Kitimat,54.0524,-128.6534,9.21,27,40,1.26,CA,1663414821
Ørje,59.4802,11.6602,18.41,48,92,4.15,NO,1663414822
Baculin,7.4525,126.5842,27.0,85,100,4.74,PH,1663414822
Gamba,-2.65,10.0,24.68,79,98,3.5,GA,1663414822
Vega de Alatorre,20.0333,-96.6333,23.37,89,92,3.41,MX,1663414823
